ID,WRKSTAT,MARITAL,SPWRKSTA,SIBS,CHILDS,AGE,SEX,INCOM16,POLVIEWS,CAPPUN,COURTS,GRASS,RELITEN,POSTLIFE,PRAY,HAPPY,HAPMAR,HEALTH1,LIFE,HELPFUL,FAIR,TRUST,CONBUS,CONCLERG,CONEDUC,CONPRESS,CONMEDIC,SOCREL,SOCFREND,SOCBAR,AGED,CHLDIDEL,PILLOK,SEXEDUC,DIVLAW,PREMARSX,XMARSEX,OWNGUN,NEWS,TVHOURS,NEWSFROM,SCIFROM,ASTROLGY,SCIBNFTS,COLDEG1,USWAR,USWARY
575,5,3,NA,10,2,79,2,2,6,1,2,NA,1,2,2,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,4,2,1,1,3,1,2,5,6,NA,NA,NA,NA,NA,NA,2
576,5,2,NA,7,3,60,1,2,4,1,2,1,1,1,1,3,NA,NA,1,1,1,2,3,1,2,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,NA,NA,NA
577,4,3,NA,3,3,59,1,3,6,1,2,NA,2,1,2,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,NA,2,3,1,3,2,1,2,1,8,NA,NA,NA,NA,NA,NA,1
578,7,1,7,13,8,59,1,2,4,1,2,1,1,1,1,2,2,1,NA,1,1,2,2,2,1,3,2,2,6,7,3,4,1,1,1,4,NA,NA,3,6,5,5,1,2,NA,1,NA
579,5,3,NA,3,1,63,2,3,4,1,2,NA,1,2,1,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,NA,2,4,1,2,4,1,2,4,2,NA,NA,NA,NA,NA,NA,1
580,5,3,NA,4,4,66,2,3,6,1,2,2,2,1,1,1,NA,4,NA,1,1,2,3,2,2,3,3,4,6,7,2,3,4,1,3,3,NA,NA,1,7,NA,NA,NA,NA,NA,1,NA
581,1,1,7,10,3,49,1,2,4,2,2,NA,1,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,NA,8,4,1,2,1,1,1,5,1,NA,NA,NA,NA,NA,NA,1
582,5,5,NA,1,0,66,1,2,4,2,3,1,4,NA,5,2,NA,2,NA,1,2,2,1,3,2,2,1,5,5,5,1,8,1,1,3,4,NA,NA,1,4,3,3,1,1,2,1,NA
583,1,1,2,5,3,42,1,3,5,1,NA,2,3,1,1,2,1,NA,1,2,2,2,2,2,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,3,NA,NA
584,1,1,2,1,2,52,1,3,6,2,3,2,3,1,2,2,1,3,NA,1,3,3,1,2,2,3,1,3,3,2,2,2,3,1,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
585,1,1,7,5,4,42,1,2,3,2,1,1,2,1,5,2,2,NA,1,1,2,1,2,3,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,1,3,NA,NA
586,1,3,NA,1,3,45,1,4,2,1,NA,1,1,1,2,2,NA,NA,2,2,2,2,2,3,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,5,2,2,1,2,NA,NA
587,1,1,1,2,2,37,2,4,2,2,3,2,4,1,5,2,2,2,NA,1,2,1,3,3,2,2,1,5,5,5,1,3,2,1,3,4,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA
588,1,1,2,2,4,49,1,4,4,2,2,1,2,1,5,1,1,NA,1,1,1,1,2,2,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,9,2,1,NA,NA,NA
589,8,1,2,3,2,31,1,3,6,2,1,1,1,1,1,2,2,2,NA,2,1,2,3,2,1,1,1,2,5,3,2,4,4,1,3,3,NA,NA,4,6,5,3,1,1,NA,1,NA
590,5,1,5,4,6,81,1,3,3,1,2,1,4,NA,5,1,1,NA,1,2,2,2,2,3,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,1,5,2,1,NA,NA,NA
591,1,5,NA,3,0,30,1,1,5,2,2,1,2,1,3,3,NA,NA,2,2,1,2,1,2,3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,1,1,6,NA,NA
592,1,5,NA,6,0,29,1,1,4,2,2,1,4,1,3,1,NA,3,NA,1,1,2,2,2,1,3,2,7,2,7,1,2,4,1,2,4,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
593,1,1,3,3,2,58,1,2,3,1,2,NA,2,1,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,2,3,1,2,4,2,1,2,3,NA,NA,NA,NA,NA,NA,2
594,1,3,NA,3,4,76,2,3,7,NA,2,2,1,1,3,3,NA,NA,2,1,2,1,3,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,NA,NA,NA
595,1,1,1,2,2,49,1,4,5,1,2,NA,1,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,3,2,1,3,4,1,2,2,1,NA,NA,NA,NA,NA,NA,2
596,7,1,1,10,2,42,2,4,4,1,2,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,NA,2,1,1,2,4,1,2,4,4,NA,NA,NA,NA,NA,NA,2
597,1,5,NA,3,0,56,1,4,2,1,3,1,4,1,2,2,NA,3,NA,1,2,2,3,3,2,2,2,3,2,5,1,2,2,1,2,4,NA,NA,1,2,1,1,2,1,2,1,NA
598,1,1,1,1,2,40,2,4,4,2,2,NA,1,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,2,3,1,3,4,2,2,5,1,NA,NA,NA,NA,NA,NA,2
599,1,1,1,6,0,35,2,3,3,NA,2,NA,4,1,2,1,1,1,NA,1,2,1,2,2,2,3,1,4,3,4,3,2,2,1,2,4,NA,NA,4,1,3,3,1,1,2,1,NA
600,3,1,1,1,1,36,2,3,4,1,2,NA,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,2,3,1,3,4,1,2,2,3,NA,NA,NA,NA,NA,NA,2
601,1,1,1,3,2,56,2,4,2,1,3,1,2,2,4,1,1,NA,1,1,2,1,2,2,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,1,2,NA,NA
602,1,1,7,2,3,37,1,4,4,2,NA,2,1,1,1,2,1,2,NA,2,2,1,1,2,2,3,2,5,5,5,1,8,4,1,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
603,7,1,1,5,1,35,2,3,4,2,NA,2,4,NA,2,1,1,NA,1,1,2,1,2,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,NA,NA,NA,NA
604,2,5,NA,2,0,24,1,3,1,2,3,NA,2,1,6,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,2,1,1,1,3,3,2,5,5,NA,NA,NA,NA,NA,NA,2
605,1,1,8,4,3,70,1,3,3,2,2,1,2,2,2,3,2,4,NA,1,2,1,1,2,1,3,1,5,6,7,3,2,3,1,3,4,NA,NA,3,6,6,5,1,1,NA,1,NA
606,1,5,NA,1,0,28,1,4,4,2,2,NA,4,1,6,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,NA,2,1,1,3,4,1,2,2,0,NA,NA,NA,NA,NA,NA,1
607,1,1,4,2,3,51,2,2,7,1,2,2,2,1,4,1,1,1,NA,1,1,2,3,2,3,3,2,2,4,6,2,2,3,2,2,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
608,1,1,7,2,0,30,2,3,3,1,2,NA,1,1,2,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,2,1,1,2,4,1,2,5,1,NA,NA,NA,NA,NA,NA,2
609,5,2,NA,2,5,80,2,3,5,2,3,1,3,2,2,3,NA,3,NA,1,2,1,1,2,2,2,1,4,6,7,1,3,4,1,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA
610,2,3,NA,5,2,46,2,4,6,1,3,NA,1,1,2,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,3,3,1,3,4,1,2,3,3,NA,NA,NA,NA,NA,NA,1
611,5,2,NA,1,1,78,2,3,5,1,2,2,1,1,2,2,NA,3,NA,2,1,2,2,1,3,3,1,7,4,7,1,8,1,1,1,4,NA,NA,1,2,5,5,1,1,3,1,NA
612,1,2,NA,1,1,64,2,4,6,1,2,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,NA,2,4,1,2,4,1,1,5,2,NA,NA,NA,NA,NA,NA,1
613,1,5,NA,1,0,50,2,4,2,2,NA,1,1,1,5,2,NA,NA,1,2,2,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,3,NA,NA
614,5,3,NA,3,3,63,1,2,2,NA,1,1,1,1,2,3,NA,5,NA,1,2,1,2,1,3,2,1,5,4,6,1,3,3,1,1,4,NA,NA,2,4,NA,NA,NA,NA,NA,1,NA
615,1,1,1,9,5,66,1,2,4,1,NA,NA,1,1,2,1,1,2,NA,2,2,2,1,1,1,1,1,4,4,7,1,3,2,1,2,1,NA,NA,2,2,5,3,1,2,NA,NA,NA
616,1,1,1,2,1,35,2,3,3,1,2,NA,2,1,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,3,1,1,2,4,1,1,2,1,NA,NA,NA,NA,NA,NA,2
617,5,2,NA,11,8,72,1,3,4,2,2,NA,2,1,2,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,NA,3,2,1,3,4,1,2,2,4,NA,NA,NA,NA,NA,NA,1
618,5,1,5,9,4,88,1,2,2,2,2,1,4,2,6,1,1,1,NA,2,1,2,3,3,3,3,3,6,5,7,2,2,3,1,1,4,NA,NA,5,4,5,2,1,2,NA,1,NA
619,2,5,NA,1,0,NA,2,NA,6,1,NA,2,1,1,1,3,NA,NA,2,3,1,2,2,1,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,9,9,2,2,NA,NA,NA
620,7,5,NA,14,0,19,1,3,NA,2,2,NA,4,2,6,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,NA,2,1,1,1,4,1,2,5,0,NA,NA,NA,NA,NA,NA,2
621,2,3,NA,10,5,32,2,3,NA,1,2,1,1,1,3,1,NA,NA,1,1,1,2,2,2,1,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,2,1,NA,NA
622,2,1,1,1,2,33,2,3,7,1,2,2,1,1,1,1,1,2,NA,1,1,2,NA,NA,2,2,3,2,3,7,1,NA,3,NA,NA,1,NA,NA,4,2,5,5,2,NA,NA,NA,NA
623,1,1,1,11,4,48,2,3,5,1,1,1,2,1,2,2,2,3,NA,1,2,1,3,3,3,3,3,5,6,7,1,2,1,1,2,4,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA
624,5,3,NA,7,2,67,2,3,2,1,3,1,4,1,3,2,NA,NA,2,1,2,2,2,3,3,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,1,1,NA,NA,NA
625,4,1,4,6,2,46,1,2,4,2,3,NA,3,NA,3,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,2,2,1,3,2,1,2,3,5,NA,NA,NA,NA,NA,NA,NA
626,4,1,7,4,2,50,1,3,2,2,3,NA,4,NA,6,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,NA,2,2,1,1,4,2,2,1,0,NA,NA,NA,NA,NA,NA,2
627,2,5,NA,2,0,28,1,4,4,2,1,1,4,2,6,1,NA,2,NA,1,2,2,1,2,2,2,2,3,2,3,2,2,3,1,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA
628,7,1,1,2,0,28,2,1,4,1,NA,NA,4,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,NA,1,4,1,1,1,1,2,3,5,NA,NA,NA,NA,NA,NA,2
629,1,5,NA,0,0,49,1,3,5,2,2,1,2,2,2,3,NA,NA,1,1,1,2,2,3,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,6,9,1,1,2,NA,NA
630,2,5,NA,4,0,20,2,3,4,1,NA,1,2,1,5,2,NA,NA,2,1,2,2,2,2,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,NA,NA,NA
631,1,5,NA,4,0,51,1,4,4,NA,NA,NA,4,NA,6,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,NA,2,1,1,1,4,2,2,1,1,NA,NA,NA,NA,NA,NA,2
632,5,3,NA,5,5,75,2,3,NA,2,3,NA,2,1,2,3,NA,4,NA,2,1,2,3,3,3,3,3,2,7,7,2,2,2,1,3,3,NA,NA,5,8,NA,NA,NA,NA,NA,2,NA
633,5,3,NA,1,1,65,2,4,4,1,3,1,2,1,3,2,NA,5,NA,1,2,1,2,2,3,2,2,2,4,6,1,2,3,1,3,3,NA,NA,3,6,5,5,2,2,NA,1,NA
634,7,3,NA,2,1,58,2,5,4,2,3,NA,2,1,2,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,NA,1,2,1,1,4,1,2,5,10,NA,NA,NA,NA,NA,NA,1
635,1,1,1,6,2,40,2,3,4,1,2,NA,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,3,3,1,2,4,1,1,2,1,NA,NA,NA,NA,NA,NA,NA
636,1,1,6,1,1,32,2,3,5,2,2,2,1,1,1,1,1,NA,2,2,1,2,2,2,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,2,1,1,NA,NA
637,4,1,5,8,4,53,2,3,NA,NA,2,NA,1,1,2,3,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,NA,3,2,1,2,3,1,2,3,4,NA,NA,NA,NA,NA,NA,2
638,1,1,1,1,3,51,1,3,5,1,2,1,1,1,2,2,1,2,NA,2,3,2,2,2,2,3,2,3,4,3,2,2,4,1,2,2,NA,NA,1,1,3,3,2,1,NA,1,NA
639,1,1,1,7,2,48,2,4,3,2,2,NA,1,1,1,1,1,NA,2,2,3,2,2,3,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,1,1,NA,NA,NA
640,1,1,7,4,2,42,1,2,6,1,2,2,1,1,1,1,1,3,NA,1,2,2,2,2,2,3,2,2,4,7,2,3,2,1,1,1,NA,NA,4,1,5,3,1,1,NA,1,NA
641,4,1,1,1,2,39,2,4,5,1,2,1,2,1,1,2,1,NA,1,2,2,2,2,3,3,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,NA,NA,3,3,1,1,NA,NA,NA
642,7,5,NA,0,3,27,2,2,4,2,1,NA,4,NA,6,3,NA,2,NA,1,1,1,2,2,2,NA,2,1,4,4,1,2,1,1,1,4,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA
643,1,1,1,4,3,45,2,1,7,1,2,2,2,1,2,1,2,3,NA,1,1,2,3,2,2,3,1,3,7,6,2,2,1,1,1,4,NA,NA,5,2,5,5,1,1,NA,1,NA
644,1,1,1,3,2,42,1,3,5,1,1,NA,4,1,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,3,1,1,2,1,1,1,2,3,NA,NA,NA,NA,NA,NA,1
645,1,1,1,2,5,48,1,3,4,1,2,2,2,1,1,3,2,1,NA,2,1,2,2,2,2,2,2,5,6,2,2,2,2,1,2,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
646,5,1,5,2,2,69,2,2,5,1,3,1,2,1,2,2,2,NA,2,3,3,3,2,1,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,2,1,NA,NA,NA
647,1,5,NA,3,0,18,1,3,4,1,1,NA,2,1,3,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,NA,3,4,1,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,2
648,3,1,6,1,0,37,1,2,4,1,NA,NA,4,2,6,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,NA,1,2,1,3,4,1,1,5,3,NA,NA,NA,NA,NA,NA,2
649,7,1,1,6,2,33,2,4,3,1,2,2,1,1,1,1,1,NA,2,2,1,1,1,2,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,2,1,1,NA,NA
650,1,5,NA,5,0,49,2,2,3,1,2,1,2,1,3,2,NA,3,NA,2,1,2,2,2,1,3,2,4,5,5,1,2,1,1,1,4,NA,NA,4,2,3,3,1,1,NA,1,NA
651,1,1,1,5,0,39,2,3,5,2,2,1,1,1,1,2,2,NA,1,1,2,3,1,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,2,NA,NA
652,1,1,1,6,7,44,2,1,4,2,2,2,1,2,1,1,1,1,NA,1,2,2,2,1,1,2,2,6,6,7,1,4,4,1,2,1,NA,NA,3,6,NA,NA,NA,NA,NA,1,NA
653,2,5,NA,6,3,53,1,1,6,2,2,2,1,1,1,3,NA,2,NA,2,2,2,2,3,2,2,2,7,7,7,1,3,1,2,1,4,NA,NA,2,1,5,6,2,1,NA,2,NA
654,4,5,NA,5,0,25,1,2,4,2,1,2,2,2,3,2,NA,NA,2,2,1,2,1,1,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,3,NA,NA,NA
655,1,1,2,1,1,45,2,3,5,1,2,2,2,1,2,1,1,2,NA,1,2,2,2,2,2,2,2,3,2,2,1,2,3,1,1,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
656,1,1,6,4,0,24,1,2,4,1,2,2,2,1,5,2,1,4,NA,1,1,2,2,2,2,3,1,2,4,7,2,2,2,1,2,4,NA,NA,1,3,1,3,1,2,NA,1,NA
657,6,5,NA,2,1,59,2,4,1,2,1,1,4,1,2,1,NA,NA,1,2,1,2,3,3,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,3,5,1,3,NA,NA,NA
658,1,5,NA,7,1,27,2,3,2,1,3,NA,4,1,5,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,8,2,NA,NA,4,1,2,1,2,NA,NA,NA,NA,NA,NA,2
659,1,3,NA,10,0,54,1,2,1,2,1,1,2,1,2,3,NA,2,NA,1,2,1,2,3,2,1,1,5,5,6,3,1,2,1,1,4,NA,NA,1,4,3,3,2,1,3,2,NA
660,2,5,NA,2,0,26,2,3,4,1,2,NA,4,1,4,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,NA,2,4,1,3,3,1,2,5,7,NA,NA,NA,NA,NA,NA,NA
661,8,2,NA,0,2,86,2,2,4,1,2,2,1,1,1,2,NA,NA,1,1,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,8,4,2,1,NA,NA,NA
662,1,3,NA,5,0,63,2,4,7,1,2,2,2,2,1,2,NA,1,NA,2,1,3,1,2,2,3,2,7,7,7,2,8,4,2,NA,2,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA
663,2,5,NA,6,1,27,2,3,4,1,2,NA,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,2,1,1,4,1,2,2,7,NA,NA,NA,NA,NA,NA,1
664,1,3,NA,4,NA,52,1,3,4,2,NA,2,1,1,2,2,NA,NA,2,1,2,2,2,2,1,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,6,2,1,NA,NA,NA
665,2,5,NA,9,8,50,2,2,4,1,2,NA,1,1,2,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,NA,5,1,1,3,3,1,2,3,6,NA,NA,NA,NA,NA,NA,2
666,4,5,NA,8,2,36,2,2,4,2,2,2,3,1,2,2,NA,4,NA,2,1,2,2,2,1,3,2,6,5,7,3,NA,3,1,1,1,NA,NA,4,0,5,4,1,1,NA,1,NA
667,4,5,NA,1,0,38,1,3,4,NA,3,2,1,NA,5,2,NA,NA,1,3,2,3,2,3,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,3,6,2,2,NA,NA,NA
668,5,3,NA,2,3,73,2,2,4,2,2,1,2,2,1,3,NA,NA,2,2,1,2,2,1,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,NA,NA,NA,NA
669,1,3,NA,4,4,51,1,4,5,1,2,1,2,2,5,2,NA,NA,1,2,2,1,2,2,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,2,3,2,NA,NA
670,3,5,NA,3,1,41,2,2,2,1,2,1,2,1,1,3,NA,3,NA,2,1,2,2,2,2,1,2,3,2,6,2,2,2,1,2,4,NA,NA,5,6,NA,NA,NA,NA,NA,2,NA
671,6,1,1,7,2,36,1,4,2,2,2,2,1,2,2,3,1,NA,3,2,2,1,2,2,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,2,NA,NA
672,1,1,1,1,2,54,2,3,4,2,NA,1,2,1,4,1,1,NA,1,1,2,1,1,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,6,1,1,3,NA,NA
673,1,3,NA,4,1,39,2,4,1,2,NA,NA,4,2,6,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,NA,2,1,1,3,4,1,2,4,1,NA,NA,NA,NA,NA,NA,2
674,1,1,5,7,0,61,2,2,3,1,2,1,2,1,2,2,1,4,NA,1,2,1,2,2,2,3,2,5,4,5,1,3,2,1,1,4,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA
675,1,5,NA,2,0,21,1,3,4,1,2,2,2,1,5,2,NA,3,NA,1,2,2,2,2,1,3,1,3,4,5,1,3,2,1,2,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
676,5,1,5,8,2,76,1,2,2,2,NA,NA,1,1,1,2,2,NA,1,1,2,2,2,1,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,4,2,NA,NA,NA,NA
677,6,5,NA,1,0,23,2,3,4,2,2,2,4,2,6,2,NA,NA,2,2,2,2,3,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,1,1,NA,NA,NA
678,5,3,NA,6,2,63,2,2,4,1,NA,NA,2,1,2,1,NA,NA,1,1,2,1,2,3,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,1,1,NA,NA,NA
679,1,3,NA,1,0,45,2,4,3,1,2,NA,2,1,3,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,2,2,1,3,4,1,2,2,2,NA,NA,NA,NA,NA,NA,2
680,2,1,1,5,3,26,2,2,4,NA,NA,2,3,1,5,1,1,NA,NA,3,3,2,3,1,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,2,NA,NA,NA
681,1,1,7,3,2,36,1,2,3,2,2,1,1,2,1,3,2,4,NA,2,1,2,2,2,2,3,2,6,6,7,3,2,3,1,2,3,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA
682,1,1,1,14,6,64,1,2,3,1,2,2,1,1,1,2,2,NA,2,3,2,2,2,1,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,1,1,2,NA,NA
683,1,1,1,7,4,46,1,3,4,2,1,2,2,2,6,1,1,1,NA,2,2,2,2,2,1,3,1,4,7,7,1,2,2,2,3,4,NA,NA,5,2,5,5,2,2,NA,1,NA
684,5,1,5,1,1,69,2,4,4,NA,2,1,1,1,2,1,1,2,NA,1,2,1,2,2,2,2,1,2,2,2,1,3,4,1,2,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA
685,1,1,1,3,2,43,2,2,4,1,2,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,NA,2,3,1,2,3,1,2,1,2,NA,NA,NA,NA,NA,NA,1
686,5,4,NA,8,1,57,2,3,6,2,2,2,1,1,2,3,NA,NA,1,2,2,2,2,2,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,3,2,3,2,NA,NA
687,1,1,7,2,1,34,1,3,3,1,2,2,2,1,2,1,1,3,NA,2,1,2,2,2,2,3,2,3,6,7,1,3,2,1,1,4,NA,NA,5,2,NA,NA,NA,NA,NA,2,NA
688,4,1,3,2,2,30,1,3,4,2,1,2,2,1,6,1,1,1,NA,2,2,2,2,2,2,3,2,5,6,7,3,3,2,1,1,3,NA,NA,4,3,5,5,1,2,NA,1,NA
689,1,5,NA,2,0,28,1,4,5,1,2,NA,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,NA,3,1,1,3,3,1,2,1,1,NA,NA,NA,NA,NA,NA,1
690,6,5,NA,0,0,23,1,3,4,1,3,2,2,1,3,2,NA,NA,1,3,1,2,2,1,1,1,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,NA,NA,NA
691,1,1,2,4,3,29,1,2,6,1,2,1,2,1,5,2,1,3,NA,2,1,2,2,2,3,2,3,2,3,4,2,3,4,1,NA,3,NA,NA,5,2,3,3,2,1,NA,1,NA
692,1,1,1,1,0,54,2,3,2,2,1,1,4,1,6,1,1,NA,1,1,2,1,2,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,5,2,1,1,3,NA,NA
693,1,1,2,3,4,57,1,4,6,1,2,NA,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,NA,8,4,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,1
694,5,1,2,3,2,67,2,2,4,1,2,2,1,1,3,2,1,3,NA,1,2,2,2,2,2,2,2,5,5,7,2,2,3,1,1,3,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA
695,7,1,1,2,2,27,2,2,5,1,2,2,1,1,2,1,2,3,NA,2,1,2,2,1,2,3,2,5,3,7,1,2,1,1,2,2,NA,NA,4,4,NA,NA,NA,NA,NA,1,NA
696,1,1,1,2,2,43,2,3,6,1,2,2,2,1,1,2,1,NA,2,1,2,1,3,NA,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,3,6,1,1,2,NA,NA
697,1,1,1,5,3,42,1,5,6,1,2,1,NA,1,2,2,1,2,NA,1,2,2,2,2,3,3,2,1,2,2,1,3,4,2,2,3,NA,NA,1,1,3,3,2,1,NA,1,NA
698,3,5,NA,7,0,35,2,2,4,1,2,2,4,1,5,2,NA,4,NA,1,2,2,2,3,3,2,2,1,3,4,2,2,1,1,1,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
699,2,1,1,2,1,30,2,3,2,2,2,1,2,1,4,1,1,1,NA,1,2,1,2,3,2,2,2,2,2,3,2,2,1,1,1,4,NA,NA,1,4,NA,NA,NA,NA,NA,1,NA
